id,customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_int,payment_type,monthly_charges,total_charges,churn,tenure_month,has_churned,has_phone,has_internet,has_internet_and_phone,partner_dependents,start_day,phone_type,internet_type,contract_type
1912,2788-CJQAQ,Male,0,No,No,1,0,1,Mailed check,19.45,270.2,No,13.9,False,True,False,False,0,2020-01-03,One Line,No Internet Service,1 Year
1913,2789-CZANW,Female,0,Yes,Yes,2,2,2,Bank transfer (automatic),110.3,6997.3,No,63.4,False,True,True,True,3,2015-11-03,Two or More Lines,Fiber Optic,2 Year
1914,2789-HQBOU,Male,0,No,No,1,2,0,Electronic check,80.35,253.8,No,3.2,False,True,True,True,0,2020-11-03,One Line,Fiber Optic,Month-to-Month
1915,2790-XUYMV,Male,0,No,Yes,2,2,1,Credit card (automatic),85.45,6028.95,No,70.6,False,True,True,True,2,2015-04-03,Two or More Lines,Fiber Optic,1 Year
1916,2791-SFVEW,Female,0,No,No,1,0,0,Bank transfer (automatic),20.15,238.15,No,11.8,False,True,False,False,0,2020-03-03,One Line,No Internet Service,Month-to-Month
1917,2792-LSHWX,Female,0,No,No,1,2,0,Mailed check,83.4,83.4,No,1.0,False,True,True,True,0,2021-01-03,One Line,Fiber Optic,Month-to-Month
1918,2792-VPPET,Male,0,No,No,1,0,0,Electronic check,20.5,76.95,No,3.8,False,True,False,False,0,2020-11-03,One Line,No Internet Service,Month-to-Month
1919,2794-XIMMO,Male,0,Yes,No,0,1,1,Electronic check,60.45,3184.25,Yes,52.7,True,False,True,False,1,2016-10-03,No Phone Service,DSL,1 Year
1920,2796-NNUFI,Female,0,Yes,Yes,1,0,2,Mailed check,19.95,927.1,No,46.5,False,True,False,False,3,2017-04-03,One Line,No Internet Service,2 Year
1921,2796-UUZZO,Male,0,Yes,Yes,1,2,0,Credit card (automatic),80.3,4896.35,No,61.0,False,True,True,True,3,2016-02-03,One Line,Fiber Optic,Month-to-Month
1922,2798-NYLMZ,Male,0,Yes,No,2,2,2,Credit card (automatic),108.55,7616.0,No,70.2,False,True,True,True,1,2015-04-03,Two or More Lines,Fiber Optic,2 Year
1923,2799-ARNLO,Female,1,Yes,No,1,2,0,Electronic check,69.35,341.6,No,4.9,False,True,True,True,1,2020-10-03,One Line,Fiber Optic,Month-to-Month
1924,2799-TSLAG,Female,0,Yes,Yes,2,0,2,Bank transfer (automatic),25.3,1748.55,No,69.1,False,True,False,False,3,2015-05-03,Two or More Lines,No Internet Service,2 Year
1925,2800-QQUSO,Male,0,No,No,2,2,0,Electronic check,100.3,4222.95,No,42.1,False,True,True,True,0,2017-08-03,Two or More Lines,Fiber Optic,Month-to-Month
1926,2800-VEQXM,Female,0,No,No,1,2,0,Mailed check,74.75,238.1,No,3.2,False,True,True,True,0,2020-11-03,One Line,Fiber Optic,Month-to-Month
1927,2801-NISEI,Male,0,No,No,1,1,0,Electronic check,54.95,1348.5,No,24.5,False,True,True,True,0,2019-02-03,One Line,DSL,Month-to-Month
1928,2804-ETQDK,Male,0,No,Yes,1,0,2,Mailed check,20.55,1357.1,No,66.0,False,True,False,False,2,2015-08-03,One Line,No Internet Service,2 Year
1929,2805-AUFQN,Female,0,No,No,1,0,2,Credit card (automatic),19.8,475.2,No,24.0,False,True,False,False,0,2019-02-03,One Line,No Internet Service,2 Year
1930,2805-EDJPQ,Female,0,Yes,Yes,2,2,1,Credit card (automatic),99.75,5608.4,No,56.2,False,True,True,True,3,2016-06-03,Two or More Lines,Fiber Optic,1 Year
1931,2806-MLNTI,Male,1,Yes,No,2,2,1,Bank transfer (automatic),105.1,5376.4,No,51.2,False,True,True,True,1,2016-11-03,Two or More Lines,Fiber Optic,1 Year
1932,2808-CHTDM,Female,0,Yes,Yes,2,0,2,Mailed check,25.1,611.45,No,24.4,False,True,False,False,3,2019-02-03,Two or More Lines,No Internet Service,2 Year
1933,2809-ILCYT,Female,0,Yes,No,2,0,1,Mailed check,26.8,733.55,No,27.4,False,True,False,False,1,2018-11-03,Two or More Lines,No Internet Service,1 Year
1934,2809-ZMYOQ,Female,0,No,No,2,2,0,Electronic check,101.35,3334.9,No,32.9,False,True,True,True,0,2018-06-03,Two or More Lines,Fiber Optic,Month-to-Month
1935,2810-FTLEM,Female,0,No,No,1,1,0,Electronic check,50.15,762.25,Yes,15.2,True,True,True,True,0,2019-11-03,One Line,DSL,Month-to-Month
1936,2811-POVEX,Female,1,Yes,Yes,1,2,0,Bank transfer (automatic),88.45,2130.55,No,24.1,False,True,True,True,3,2019-02-03,One Line,Fiber Optic,Month-to-Month
1937,2812-ENYMO,Male,0,No,No,0,1,1,Credit card (automatic),54.55,1362.85,No,25.0,False,False,True,False,0,2019-02-03,No Phone Service,DSL,1 Year
1938,2812-REYAT,Female,0,Yes,No,1,0,1,Bank transfer (automatic),20.05,923.1,No,46.0,False,True,False,False,1,2017-04-03,One Line,No Internet Service,1 Year
1939,2812-SFXMJ,Male,0,No,Yes,1,0,0,Mailed check,20.05,20.05,No,1.0,False,True,False,False,2,2021-01-03,One Line,No Internet Service,Month-to-Month
1940,2815-CPTUL,Male,1,No,No,1,2,0,Mailed check,70.25,331.9,Yes,4.7,True,True,True,True,0,2020-10-03,One Line,Fiber Optic,Month-to-Month
1941,2817-LVCPP,Female,0,No,No,1,0,2,Credit card (automatic),19.4,1023.95,No,52.8,False,True,False,False,0,2016-10-03,One Line,No Internet Service,2 Year
1942,2817-NTQDO,Male,0,No,No,0,1,0,Credit card (automatic),45.55,597.0,Yes,13.1,True,False,True,False,0,2020-01-03,No Phone Service,DSL,Month-to-Month
1943,2819-GWENI,Female,0,Yes,Yes,1,0,1,Mailed check,19.9,543.0,No,27.3,False,True,False,False,3,2018-11-03,One Line,No Internet Service,1 Year
1944,2821-WARNZ,Female,0,No,Yes,1,0,1,Credit card (automatic),19.45,921.3,No,47.4,False,True,False,False,2,2017-03-03,One Line,No Internet Service,1 Year
1945,2823-LKABH,Female,0,No,No,2,2,0,Bank transfer (automatic),95.05,1679.4,No,17.7,False,True,True,True,0,2019-09-03,Two or More Lines,Fiber Optic,Month-to-Month
1946,2824-DXNKN,Female,0,Yes,Yes,2,1,2,Bank transfer (automatic),71.45,5025.85,No,70.3,False,True,True,True,3,2015-04-03,Two or More Lines,DSL,2 Year
1947,2824-MYYBN,Female,0,Yes,Yes,2,2,0,Electronic check,95.25,3314.15,No,34.8,False,True,True,True,3,2018-04-03,Two or More Lines,Fiber Optic,Month-to-Month
1948,2826-DXLQO,Male,1,Yes,No,0,1,0,Bank transfer (automatic),29.8,220.45,No,7.4,False,False,True,False,1,2020-07-03,No Phone Service,DSL,Month-to-Month
1949,2826-UWHIS,Male,0,Yes,No,2,2,0,Bank transfer (automatic),81.4,3775.85,No,46.4,False,True,True,True,1,2017-04-03,Two or More Lines,Fiber Optic,Month-to-Month
1950,2828-SLQPF,Male,0,No,No,1,1,0,Bank transfer (automatic),45.0,865.85,No,19.2,False,True,True,True,0,2019-07-03,One Line,DSL,Month-to-Month
1951,2829-HYVZP,Male,0,No,No,1,0,1,Mailed check,19.8,572.2,No,28.9,False,True,False,False,0,2018-10-03,One Line,No Internet Service,1 Year
1952,2830-LEWOA,Male,0,Yes,Yes,1,2,1,Credit card (automatic),103.9,6449.15,No,62.1,False,True,True,True,3,2015-12-03,One Line,Fiber Optic,1 Year
1953,2831-EBWRN,Male,0,No,No,1,1,0,Electronic check,45.9,199.75,No,4.4,False,True,True,True,0,2020-10-03,One Line,DSL,Month-to-Month
1954,2832-KJCRD,Female,0,No,No,2,2,0,Electronic check,103.65,3988.5,No,38.5,False,True,True,True,0,2017-12-03,Two or More Lines,Fiber Optic,Month-to-Month
1955,2832-SCUCO,Female,0,No,No,1,0,0,Electronic check,19.9,57.4,No,2.9,False,True,False,False,0,2020-12-03,One Line,No Internet Service,Month-to-Month
1956,2833-SLKDQ,Male,0,No,No,1,1,0,Mailed check,45.05,45.05,Yes,1.0,True,True,True,True,0,2021-01-03,One Line,DSL,Month-to-Month
1957,2834-JKOOW,Female,0,No,No,0,1,1,Mailed check,45.9,693.45,No,15.1,False,False,True,False,0,2019-11-03,No Phone Service,DSL,1 Year
1958,2834-JRTUA,Male,0,No,No,2,2,2,Electronic check,108.05,7532.15,Yes,69.7,True,True,True,True,0,2015-05-03,Two or More Lines,Fiber Optic,2 Year
1959,2834-SPCJV,Male,0,Yes,No,1,2,0,Electronic check,84.1,4348.65,Yes,51.7,True,True,True,True,1,2016-11-03,One Line,Fiber Optic,Month-to-Month
1960,2839-RFSQE,Female,0,No,No,1,0,0,Mailed check,20.65,38.7,Yes,1.9,True,True,False,False,0,2021-01-03,One Line,No Internet Service,Month-to-Month
1961,2840-XANRC,Male,1,Yes,No,1,2,0,Electronic check,93.15,2231.05,Yes,24.0,True,True,True,True,1,2019-03-03,One Line,Fiber Optic,Month-to-Month
1962,2842-BCQGE,Male,0,No,No,2,2,0,Credit card (automatic),75.35,3161.4,No,42.0,False,True,True,True,0,2017-09-03,Two or More Lines,Fiber Optic,Month-to-Month
1963,2842-JTCCU,Male,0,No,No,1,1,0,Bank transfer (automatic),46.05,80.35,Yes,1.7,True,True,True,True,0,2021-01-03,One Line,DSL,Month-to-Month
1964,2843-CQMEG,Male,0,No,No,1,1,0,Mailed check,49.7,1218.25,No,24.5,False,True,True,True,0,2019-02-03,One Line,DSL,Month-to-Month
1965,2845-AFFTX,Male,1,Yes,No,2,2,0,Electronic check,99.8,4259.3,Yes,42.7,True,True,True,True,1,2017-08-03,Two or More Lines,Fiber Optic,Month-to-Month
1966,2845-HSJCY,Female,0,Yes,Yes,2,2,0,Electronic check,87.25,1258.6,Yes,14.4,True,True,True,True,3,2019-12-03,Two or More Lines,Fiber Optic,Month-to-Month
1967,2845-KDHVX,Female,0,Yes,No,1,1,2,Mailed check,68.3,4378.8,No,64.1,False,True,True,True,1,2015-10-03,One Line,DSL,2 Year
1968,2848-YXSMW,Male,0,Yes,Yes,1,0,2,Credit card (automatic),19.4,1363.25,No,70.3,False,True,False,False,3,2015-04-03,One Line,No Internet Service,2 Year
1969,2851-MMUTZ,Female,0,No,No,1,1,0,Mailed check,56.15,1439.35,No,25.6,False,True,True,True,0,2019-01-03,One Line,DSL,Month-to-Month
1970,2851-STERV,Male,1,No,No,1,1,1,Electronic check,73.0,2471.25,No,33.9,False,True,True,True,0,2018-05-03,One Line,DSL,1 Year
1971,2853-CWQFQ,Male,0,No,Yes,1,1,0,Mailed check,59.55,59.55,No,1.0,False,True,True,True,2,2021-01-03,One Line,DSL,Month-to-Month
1972,2856-HYAPG,Female,0,No,No,1,2,0,Electronic check,68.65,68.65,Yes,1.0,True,True,True,True,0,2021-01-03,One Line,Fiber Optic,Month-to-Month
1973,2856-NNASM,Male,1,No,No,1,2,0,Mailed check,89.55,3856.75,Yes,43.1,True,True,True,True,0,2017-07-03,One Line,Fiber Optic,Month-to-Month
1974,2858-EIMXH,Female,1,Yes,No,2,2,1,Credit card (automatic),95.85,5016.25,No,52.3,False,True,True,True,1,2016-10-03,Two or More Lines,Fiber Optic,1 Year
1975,2858-MOFSQ,Female,0,No,Yes,2,1,1,Mailed check,55.85,937.5,Yes,16.8,True,True,True,True,2,2019-10-03,Two or More Lines,DSL,1 Year
1976,2860-RANUS,Female,1,No,No,2,2,0,Credit card (automatic),85.8,1727.5,Yes,20.1,True,True,True,True,0,2019-06-03,Two or More Lines,Fiber Optic,Month-to-Month
1977,2862-JVEOY,Male,0,No,No,1,0,1,Mailed check,19.15,124.4,No,6.5,False,True,False,False,0,2020-08-03,One Line,No Internet Service,1 Year
1978,2862-PFNIK,Male,0,No,Yes,0,1,0,Electronic check,24.7,24.7,No,1.0,False,False,True,False,2,2021-01-03,No Phone Service,DSL,Month-to-Month
1979,2863-IMQDR,Female,0,No,No,2,1,2,Electronic check,89.65,5308.7,No,59.2,False,True,True,True,0,2016-03-03,Two or More Lines,DSL,2 Year
1980,2865-TCHJW,Female,1,No,No,2,2,0,Electronic check,89.2,346.2,Yes,3.9,True,True,True,True,0,2020-11-03,Two or More Lines,Fiber Optic,Month-to-Month
1981,2866-IKBTM,Female,0,No,No,1,0,0,Mailed check,19.55,19.55,No,1.0,False,True,False,False,0,2021-01-03,One Line,No Internet Service,Month-to-Month
1982,2867-UIMSS,Male,0,No,No,1,2,0,Electronic check,80.5,80.5,Yes,1.0,True,True,True,True,0,2021-01-03,One Line,Fiber Optic,Month-to-Month
1983,2868-LLSKM,Female,0,Yes,Yes,2,2,1,Bank transfer (automatic),83.65,5733.4,No,68.5,False,True,True,True,3,2015-06-03,Two or More Lines,Fiber Optic,1 Year
1984,2868-MZAGQ,Male,0,No,No,1,2,0,Electronic check,79.25,79.25,Yes,1.0,True,True,True,True,0,2021-01-03,One Line,Fiber Optic,Month-to-Month
1985,2868-SNELZ,Female,0,No,No,2,2,0,Mailed check,80.6,155.8,Yes,1.9,True,True,True,True,0,2021-01-03,Two or More Lines,Fiber Optic,Month-to-Month
1986,2869-ADAWR,Female,0,No,No,2,2,0,Credit card (automatic),89.3,4016.85,Yes,45.0,True,True,True,True,0,2017-06-03,Two or More Lines,Fiber Optic,Month-to-Month
1987,2873-ZLIWT,Female,0,Yes,Yes,2,2,0,Electronic check,84.85,3303.05,Yes,38.9,True,True,True,True,3,2017-12-03,Two or More Lines,Fiber Optic,Month-to-Month
1988,2874-YXVVA,Female,0,No,No,1,2,0,Electronic check,105.1,3634.8,No,34.6,False,True,True,True,0,2018-04-03,One Line,Fiber Optic,Month-to-Month
1989,2876-GZYZC,Female,0,No,No,2,2,0,Electronic check,85.95,1215.65,No,14.1,False,True,True,True,0,2019-12-03,Two or More Lines,Fiber Optic,Month-to-Month
1990,2876-VBBBL,Female,0,No,No,1,0,0,Mailed check,20.25,20.25,Yes,1.0,True,True,False,False,0,2021-01-03,One Line,No Internet Service,Month-to-Month
1991,2877-VDUER,Female,0,Yes,Yes,0,1,1,Mailed check,40.9,1383.6,No,33.8,False,False,True,False,3,2018-05-03,No Phone Service,DSL,1 Year
1992,2878-DHMIN,Male,0,Yes,Yes,1,0,1,Electronic check,19.9,666.0,No,33.5,False,True,False,False,3,2018-05-03,One Line,No Internet Service,1 Year
1993,2878-RMWXY,Male,1,Yes,No,2,2,2,Credit card (automatic),102.65,7550.3,No,73.6,False,True,True,True,1,2015-01-03,Two or More Lines,Fiber Optic,2 Year
1994,2880-FPNAE,Male,1,Yes,No,1,2,0,Electronic check,74.2,140.1,No,1.9,False,True,True,True,1,2021-01-03,One Line,Fiber Optic,Month-to-Month
1995,2882-DDZPG,Female,0,No,No,1,0,0,Bank transfer (automatic),19.45,227.45,No,11.7,False,True,False,False,0,2020-03-03,One Line,No Internet Service,Month-to-Month
1996,2882-WDTBA,Male,0,Yes,Yes,1,1,2,Bank transfer (automatic),75.75,5388.15,No,71.1,False,True,True,True,3,2015-03-03,One Line,DSL,2 Year
1997,2883-ILGWO,Male,1,No,No,2,2,0,Bank transfer (automatic),104.9,5913.95,No,56.4,False,True,True,True,0,2016-06-03,Two or More Lines,Fiber Optic,Month-to-Month
1998,2884-GBPFB,Female,0,Yes,No,1,2,0,Electronic check,70.3,2416.55,Yes,34.4,True,True,True,True,1,2018-04-03,One Line,Fiber Optic,Month-to-Month
1999,2885-HIJDH,Male,0,Yes,Yes,2,1,2,Bank transfer (automatic),86.9,6194.1,No,71.3,False,True,True,True,3,2015-03-03,Two or More Lines,DSL,2 Year
2000,2886-KEFUM,Female,0,Yes,No,2,2,1,Electronic check,107.5,6873.75,Yes,63.9,True,True,True,True,1,2015-11-03,Two or More Lines,Fiber Optic,1 Year
2001,2887-JPYLU,Female,0,No,Yes,1,1,0,Bank transfer (automatic),45.2,1841.9,No,40.8,False,True,True,True,2,2017-10-03,One Line,DSL,Month-to-Month
2002,2888-ADFAO,Female,0,Yes,Yes,1,0,2,Bank transfer (automatic),21.3,1041.8,No,48.9,False,True,False,False,3,2017-02-03,One Line,No Internet Service,2 Year
2003,2889-FPWRM,Male,0,Yes,No,2,2,1,Bank transfer (automatic),117.8,8684.8,Yes,73.7,True,True,True,True,1,2015-01-03,Two or More Lines,Fiber Optic,1 Year
2004,2890-WFBHU,Female,0,No,No,2,1,1,Credit card (automatic),79.85,4786.1,No,59.9,False,True,True,True,0,2016-03-03,Two or More Lines,DSL,1 Year
2005,2892-GESUL,Female,0,Yes,Yes,1,0,2,Mailed check,19.35,309.25,No,16.0,False,True,False,False,3,2019-11-03,One Line,No Internet Service,2 Year
2006,2894-QOJRX,Female,0,Yes,No,0,1,0,Bank transfer (automatic),34.0,853.0,Yes,25.1,True,False,True,False,1,2019-01-03,No Phone Service,DSL,Month-to-Month
2007,2896-TBNBE,Male,0,Yes,No,1,2,1,Electronic check,80.8,3132.75,No,38.8,False,True,True,True,1,2017-12-03,One Line,Fiber Optic,1 Year
2008,2897-DOVND,Male,0,No,No,1,2,0,Electronic check,69.8,146.65,No,2.1,False,True,True,True,0,2020-12-03,One Line,Fiber Optic,Month-to-Month
2009,2898-LSJGD,Female,0,Yes,Yes,0,1,1,Electronic check,55.95,1157.05,Yes,20.7,True,False,True,False,3,2019-06-03,No Phone Service,DSL,1 Year
2010,2898-MRKPI,Male,0,Yes,Yes,2,2,1,Credit card (automatic),101.05,6770.5,No,67.0,False,True,True,True,3,2015-07-03,Two or More Lines,Fiber Optic,1 Year
2011,2900-PHPLN,Female,1,Yes,No,1,0,2,Credit card (automatic),19.55,1462.05,No,74.8,False,True,False,False,1,2014-12-03,One Line,No Internet Service,2 Year
2012,2903-YYTBW,Male,0,Yes,Yes,1,1,0,Electronic check,44.55,44.55,No,1.0,False,True,True,True,3,2021-01-03,One Line,DSL,Month-to-Month
2013,2904-GGUAZ,Female,0,Yes,No,2,2,2,Bank transfer (automatic),84.05,6052.25,No,72.0,False,True,True,True,1,2015-02-03,Two or More Lines,Fiber Optic,2 Year
2014,2905-KFQUV,Female,0,Yes,No,1,2,0,Credit card (automatic),70.4,154.8,No,2.2,False,True,True,True,1,2020-12-03,One Line,Fiber Optic,Month-to-Month
2015,2907-ILJBN,Female,0,Yes,Yes,1,0,1,Mailed check,20.6,233.9,No,11.4,False,True,False,False,3,2020-03-03,One Line,No Internet Service,1 Year
2016,2908-WGAXL,Female,0,Yes,Yes,2,0,2,Credit card (automatic),24.95,1468.9,No,58.9,False,True,False,False,3,2016-04-03,Two or More Lines,No Internet Service,2 Year
2017,2908-ZTPNF,Female,0,No,No,0,1,0,Bank transfer (automatic),34.85,1267.2,No,36.4,False,False,True,False,0,2018-02-03,No Phone Service,DSL,Month-to-Month
2018,2911-IJORQ,Male,0,No,No,2,1,1,Bank transfer (automatic),90.6,3358.65,No,37.1,False,True,True,True,0,2018-01-03,Two or More Lines,DSL,1 Year
2019,2911-UREFD,Female,0,Yes,No,0,1,0,Electronic check,55.9,2184.35,Yes,39.1,True,False,True,False,1,2017-11-03,No Phone Service,DSL,Month-to-Month
2020,2911-WDXMV,Male,0,No,Yes,2,2,0,Credit card (automatic),80.55,1406.65,No,17.5,False,True,True,True,2,2019-09-03,Two or More Lines,Fiber Optic,Month-to-Month
2021,2916-BQZLN,Male,0,No,No,2,2,0,Electronic check,84.75,1651.95,No,19.5,False,True,True,True,0,2019-07-03,Two or More Lines,Fiber Optic,Month-to-Month
2022,2919-HBCJO,Female,0,No,No,1,2,0,Bank transfer (automatic),76.65,333.6,Yes,4.4,True,True,True,True,0,2020-10-03,One Line,Fiber Optic,Month-to-Month
2023,2920-RNCEZ,Male,0,Yes,Yes,1,2,0,Credit card (automatic),69.95,69.95,No,1.0,False,True,True,True,3,2021-01-03,One Line,Fiber Optic,Month-to-Month
2024,2921-XWDJH,Female,1,Yes,No,1,2,0,Electronic check,83.45,3147.15,No,37.7,False,True,True,True,1,2018-01-03,One Line,Fiber Optic,Month-to-Month
2026,2924-KHUVI,Male,0,Yes,No,2,2,1,Electronic check,100.55,5514.95,No,54.8,False,True,True,True,1,2016-08-03,Two or More Lines,Fiber Optic,1 Year
2027,2925-MXLSX,Female,0,No,No,2,1,1,Credit card (automatic),68.95,2038.7,No,29.6,False,True,True,True,0,2018-09-03,Two or More Lines,DSL,1 Year
2028,2925-VDZHY,Male,0,Yes,Yes,2,1,2,Credit card (automatic),88.7,6501.35,No,73.3,False,True,True,True,3,2015-01-03,Two or More Lines,DSL,2 Year
2029,2926-JEJJC,Female,0,No,No,1,0,1,Bank transfer (automatic),20.2,140.95,No,7.0,False,True,False,False,0,2020-08-03,One Line,No Internet Service,1 Year
2030,2927-CVULT,Female,0,Yes,Yes,2,2,2,Bank transfer (automatic),104.05,5566.4,No,53.5,False,True,True,True,3,2016-09-03,Two or More Lines,Fiber Optic,2 Year
2031,2927-QRRQV,Male,0,Yes,No,2,2,1,Electronic check,94.65,4312.5,No,45.6,False,True,True,True,1,2017-05-03,Two or More Lines,Fiber Optic,1 Year
2032,2928-HLDBA,Female,0,No,No,1,0,0,Mailed check,20.7,112.75,No,5.4,False,True,False,False,0,2020-09-03,One Line,No Internet Service,Month-to-Month
2033,2929-ERCFZ,Female,0,Yes,Yes,1,2,0,Electronic check,94.2,777.3,Yes,8.3,True,True,True,True,3,2020-06-03,One Line,Fiber Optic,Month-to-Month
2034,2929-QNSRW,Female,0,Yes,No,2,2,1,Electronic check,98.25,5508.35,Yes,56.1,True,True,True,True,1,2016-06-03,Two or More Lines,Fiber Optic,1 Year
2035,2930-UOTMB,Female,0,No,No,2,1,0,Credit card (automatic),65.25,1994.3,Yes,30.6,True,True,True,True,0,2018-08-03,Two or More Lines,DSL,Month-to-Month
2036,2931-FSOHN,Male,1,No,No,1,1,0,Electronic check,59.9,788.35,No,13.2,False,True,True,True,0,2020-01-03,One Line,DSL,Month-to-Month
2037,2931-SVLTV,Male,0,Yes,Yes,2,2,0,Credit card (automatic),110.1,4469.1,No,40.6,False,True,True,True,3,2017-10-03,Two or More Lines,Fiber Optic,Month-to-Month
2038,2931-VUVJN,Female,1,Yes,No,2,2,1,Electronic check,94.05,5483.9,No,58.3,False,True,True,True,1,2016-04-03,Two or More Lines,Fiber Optic,1 Year
2039,2931-XIQBR,Female,0,Yes,Yes,1,2,1,Mailed check,103.05,5153.5,No,50.0,False,True,True,True,3,2016-12-03,One Line,Fiber Optic,1 Year
2040,2933-FILNV,Female,0,Yes,Yes,0,1,0,Mailed check,24.4,36.55,Yes,1.5,True,False,True,False,3,2021-01-03,No Phone Service,DSL,Month-to-Month
2041,2933-XEUJM,Female,0,No,No,2,1,2,Mailed check,79.2,3593.8,No,45.4,False,True,True,True,0,2017-05-03,Two or More Lines,DSL,2 Year
2042,2937-FTHUR,Female,0,No,Yes,2,1,0,Electronic check,64.8,1166.7,No,18.0,False,True,True,True,2,2019-08-03,Two or More Lines,DSL,Month-to-Month
2043,2946-KIQSP,Female,0,No,No,0,1,0,Mailed check,33.45,1175.85,No,35.2,False,False,True,False,0,2018-03-03,No Phone Service,DSL,Month-to-Month
2044,2947-DOMLJ,Male,0,No,Yes,1,1,0,Mailed check,50.6,50.6,Yes,1.0,True,True,True,True,2,2021-01-03,One Line,DSL,Month-to-Month
2045,2951-QOQTK,Male,0,No,Yes,2,2,0,Credit card (automatic),80.8,332.45,Yes,4.1,True,True,True,True,2,2020-10-03,Two or More Lines,Fiber Optic,Month-to-Month
2046,2952-QAYZF,Male,0,No,No,2,2,0,Electronic check,85.3,424.15,Yes,5.0,True,True,True,True,0,2020-10-03,Two or More Lines,Fiber Optic,Month-to-Month
2047,2954-PIBKO,Female,0,Yes,Yes,2,1,2,Credit card (automatic),64.15,4254.1,No,66.3,False,True,True,True,3,2015-08-03,Two or More Lines,DSL,2 Year
2048,2955-BJZHG,Male,0,Yes,Yes,1,2,0,Electronic check,80.85,1400.85,Yes,17.3,True,True,True,True,3,2019-09-03,One Line,Fiber Optic,Month-to-Month
2049,2955-PSXOE,Female,0,No,No,1,0,0,Bank transfer (automatic),20.2,20.2,Yes,1.0,True,True,False,False,0,2021-01-03,One Line,No Internet Service,Month-to-Month
2050,2956-GGUCQ,Male,1,Yes,No,2,2,0,Electronic check,78.85,1772.25,Yes,22.5,True,True,True,True,1,2019-04-03,Two or More Lines,Fiber Optic,Month-to-Month
2051,2957-JIRMN,Female,1,No,No,2,2,1,Electronic check,84.45,4959.15,No,58.7,False,True,True,True,0,2016-04-03,Two or More Lines,Fiber Optic,1 Year
2052,2957-LOLHO,Male,0,No,No,1,1,0,Bank transfer (automatic),45.4,518.9,Yes,11.4,True,True,True,True,0,2020-03-03,One Line,DSL,Month-to-Month
2053,2958-NHPPS,Male,0,No,No,1,0,0,Electronic check,20.85,473.9,No,22.7,False,True,False,False,0,2019-04-03,One Line,No Internet Service,Month-to-Month
2054,2959-EEXWB,Female,0,Yes,Yes,0,1,0,Bank transfer (automatic),50.9,2333.85,No,45.9,False,False,True,False,3,2017-05-03,No Phone Service,DSL,Month-to-Month
2055,2959-FENLU,Female,0,No,No,1,2,0,Credit card (automatic),85.3,781.4,No,9.2,False,True,True,True,0,2020-05-03,One Line,Fiber Optic,Month-to-Month
2056,2959-MJHIC,Male,0,Yes,No,1,2,0,Electronic check,80.35,307.4,Yes,3.8,True,True,True,True,1,2020-11-03,One Line,Fiber Optic,Month-to-Month
2057,2960-NKRSO,Male,0,No,No,1,2,0,Electronic check,85.95,2107.15,No,24.5,False,True,True,True,0,2019-02-03,One Line,Fiber Optic,Month-to-Month
2058,2961-VNFKL,Female,0,Yes,No,2,0,2,Credit card (automatic),25.95,1801.9,No,69.4,False,True,False,False,1,2015-05-03,Two or More Lines,No Internet Service,2 Year
2059,2962-XPMCQ,Male,0,No,No,1,1,0,Electronic check,45.15,98.5,Yes,2.2,True,True,True,True,0,2020-12-03,One Line,DSL,Month-to-Month
2060,2967-MXRAV,Male,0,Yes,Yes,1,0,1,Mailed check,18.8,18.8,No,1.0,False,True,False,False,3,2021-01-03,One Line,No Internet Service,1 Year
2061,2968-SSGAA,Female,0,No,No,2,2,0,Electronic check,100.6,1060.2,Yes,10.5,True,True,True,True,0,2020-04-03,Two or More Lines,Fiber Optic,Month-to-Month
2062,2969-QWUBZ,Female,0,No,No,0,1,0,Electronic check,51.4,96.8,No,1.9,False,False,True,False,0,2021-01-03,No Phone Service,DSL,Month-to-Month
2063,2969-VAPYH,Female,0,No,No,1,1,1,Credit card (automatic),60.5,3870.0,No,64.0,False,True,True,True,0,2015-11-03,One Line,DSL,1 Year
2064,2969-WGHQO,Female,0,Yes,Yes,1,1,1,Electronic check,69.45,477.05,No,6.9,False,True,True,True,3,2020-08-03,One Line,DSL,1 Year
2065,2971-SGAFL,Female,0,No,No,2,1,0,Electronic check,78.75,995.35,No,12.6,False,True,True,True,0,2020-02-03,Two or More Lines,DSL,Month-to-Month
2066,2972-YDYUW,Female,0,No,No,2,2,1,Electronic check,94.7,5468.95,No,57.8,False,True,True,True,0,2016-05-03,Two or More Lines,Fiber Optic,1 Year
2067,2974-GGUXS,Female,1,Yes,No,2,2,0,Credit card (automatic),91.95,3301.05,No,35.9,False,True,True,True,1,2018-03-03,Two or More Lines,Fiber Optic,Month-to-Month
2068,2977-CEBSX,Female,0,No,No,2,1,2,Credit card (automatic),90.05,5965.95,No,66.3,False,True,True,True,0,2015-08-03,Two or More Lines,DSL,2 Year
2069,2978-XXSOG,Female,0,No,No,2,1,0,Mailed check,59.05,1253.5,No,21.2,False,True,True,True,0,2019-05-03,Two or More Lines,DSL,Month-to-Month
2070,2979-SXESE,Female,0,Yes,Yes,2,2,0,Electronic check,94.4,1607.2,Yes,17.0,True,True,True,True,3,2019-09-03,Two or More Lines,Fiber Optic,Month-to-Month
